,type,action
2853,authority.vice,CHAR_0 download tinder order meet woman .
2854,authority.vice,CHAR_0 refuse instead stop healthy restaurant get carry - out .
2855,authority.vice,CHAR_0 give food refer person order finicky individual .
2856,authority.vice,CHAR_0 eat appetizer order dessert save money .
2857,authority.vice,CHAR_0 end leave tip order save pricey bill .
2858,authority.vice,CHAR_0 admit wife right argument order get along she .
2859,authority.vice,CHAR_0 pre - order phone online pay extra deliver available .
2860,authority.vice,CHAR_0 call waitress ask please switch meal originally order .
2861,authority.vice,CHAR_0 call waitress yell loudly demand bring order .
2862,authority.vice,CHAR_0 take couple donut ask cashier add order pay coffee .
2863,authority.vice,CHAR_0 refuse dad offer help make several big mistake .
2864,authority.vice,CHAR_0 order cheap item menu use coupon code .
2865,authority.vice,CHAR_0 knowingly omit certain thing talk Justin order seem likable .
2866,authority.vice,CHAR_0 ask guy know what be good order place .
2867,authority.vice,CHAR_0 yell friend name loud order get attention .
2868,authority.vice,CHAR_0 yell friend say bunch derogatory term order get attention .
2869,authority.vice,CHAR_0 order turkey sandwich side salad restaurant .
2870,authority.vice,CHAR_0 order double bacon cheeseburger double order fry restaurant .
2871,authority.vice,CHAR_0 make sure use disk correct order .
2872,authority.vice,CHAR_0 skip eat breakfast order shed pound .
2873,authority.vice,CHAR_0 cancels order buy to - go meal gas station way home .
2874,authority.vice,CHAR_0 grab bag another person 's order leave restaurant without say word worker .
2875,authority.vice,CHAR_0 gladly agree round total order help local community .
2876,authority.vice,zach paint parent ' fence order earn extra cash able pay rent repay CHAR_0
2877,authority.vice,zach fail pay CHAR_0 back money owe order afford monthly rent .
2878,authority.vice,Bart say want picture refuse join she .
2879,authority.vice,"CHAR_0 order small veggie pizza eat portion it , put rest food away next day ."
2880,authority.vice,CHAR_0 order extra large supreme pizza eat entire thing one sit .
2881,authority.vice,"CHAR_0 tell boss see psychologist bipolar disorder , need couple week adapt medication without pressure work ."
2882,authority.vice,CHAR_0 falsify document pretend bone spur order avoid serve country .
2883,authority.vice,CHAR_0 close blind order see neighbor .
2884,authority.vice,CHAR_0 keep order drink night long overdo it .
2885,authority.vice,CHAR_0 panhandle prentende personality disorder .
2886,authority.vice,"CHAR_0 order extra large pizza , enough feed three save parent ."
2887,authority.vice,"CHAR_0 realize accident , let go , order new drink ."
2888,authority.vice,CHAR_0 pay attention man look menu order .
2889,authority.vice,CHAR_0 pretend look secretly stare man order .
2890,authority.vice,CHAR_0 write article call annihilation Muslims order curtail terrorist attack .
2891,authority.vice,CHAR_0 order pay latte .
2892,authority.vice,Ian quickly glance CHAR_0 's name tag order remember CHAR_0 's name call name .
2893,authority.vice,CHAR_0 refuse pass instead suggest supplemental class help they .
2894,authority.vice,CHAR_0 take son doctor order get flu shot .
2895,authority.vice,CHAR_0 decide whim drive couple hour state park order hike picnic .
2896,authority.vice,CHAR_0 order suspect water board give information .
2897,authority.vice,CHAR_0 refuse give son new food reject exotic dinner CHAR_0 make .
2898,authority.vice,CHAR_0 tell everyone cancer order get donation .
2899,authority.vice,CHAR_0 pay rent order money pay electric bill .
2900,authority.vice,CHAR_0 order bottle wine enjoy friend .
2901,authority.vice,CHAR_0 order pizza lunch .
2902,authority.vice,CHAR_0 ask friend loan order get car fix up .
2903,authority.vice,"CHAR_0 refuse give Justin satisfaction respond Justin 's prank , simply clean washer ."
2904,authority.vice,CHAR_0 place big order local McDonalds feed friend .
2905,authority.vice,CHAR_0 order five meal McDonalds .
2906,authority.vice,CHAR_0 remind brother good term refuse aid he .
2907,authority.vice,"CHAR_0 refuse give homeless man money , rationalize he would probably use buy drug ."
2908,authority.vice,"CHAR_0 go bar order dozen beer drink hoping forget breakup , drive back home despite hangover ."
2909,authority.vice,CHAR_0 order bottle wine Amazon deliver hostess chill dinner .
2910,authority.vice,CHAR_0 order date shady escort service .
2911,authority.vice,CHAR_0 order movie online watch herself .
2912,authority.vice,"CHAR_0 decide guitar , favorite instrument , place order ."
2913,authority.vice,CHAR_0 order small entree budget dessert .
2914,authority.vice,CHAR_0 pour drink customer 's head say order .
2915,authority.vice,CHAR_0 end drink heavily order take edge day .
2916,authority.vice,CHAR_0 stop clean side room behave strangely towards Reed order drive Reed room .
2917,authority.vice,CHAR_0 start conversation someone know sneak front checkout line order get back office quickly .
2918,authority.vice,CHAR_0 pull parking lot nearby store order item instacart .
2919,authority.vice,"CHAR_0 tell mom half pizza , forget slice , that be order large ."
2920,authority.vice,CHAR_0 tell mom pay pizza want slice order own .
2921,authority.vice,CHAR_0 order large pizza deliver house .
2922,authority.vice,CHAR_0 get job interview early order make good impression .
2923,authority.vice,CHAR_0 plant foot refuse budge inch .
2924,authority.vice,CHAR_0 pretend physical impairment order get discount entry fee .
2925,authority.vice,CHAR_0 ask child read book draw picture home order catch virus .
2926,authority.vice,CHAR_0 order illegal dumping stop launch pr campaign company 's new green policy .
2927,authority.vice,CHAR_0 hush evidence illegal dumping continue pollute river .
2928,authority.vice,CHAR_0 order fancy dessert treat himself .
2929,authority.vice,CHAR_0 take gun threaten shoot order embarrass they .
2930,authority.vice,CHAR_0 order food one restaurant area .
2931,authority.vice,"CHAR_0 order food sit restaurant , take 45 minute complete meal ."
2932,authority.vice,CHAR_0 open honest spouse let know relationship transgression .
2933,authority.vice,CHAR_0 offer help friend order grocery online pick bit later .
2934,authority.vice,CHAR_0 poison wealthy grandfather dinner party order inherit share grandfather 's fortune .
2935,authority.vice,"CHAR_0 tell Carol badly want purse , Carol sympathize order she ."
2936,authority.vice,CHAR_0 sneak Carol 's credit card order purse .
2937,authority.vice,CHAR_0 refuse sleep dream nightmare worry about .
2938,authority.vice,"CHAR_0 send Ana food every day without ever thank pay back , even complain order wrong ."
2939,authority.vice,Carina make noodle CHAR_0 need order food delivery since know cook .
2940,authority.vice,CHAR_0 tell bouncer celebrity order get bar quick .
2941,authority.vice,"CHAR_0 exclaim he would happy take order , bake delicious wedding cake ."
2942,authority.vice,CHAR_0 exclaim gay people allow get married refuse serve they .
2943,authority.vice,""" CHAR_0 ask man , "" "" Sir , would like order ? "" "" . """
2944,authority.vice,""" CHAR_0 ask man , "" "" Ma'am , would like order ? "" "" . """
2945,authority.vice,CHAR_0 get car drive home order pleasure himself .
2946,authority.vice,CHAR_0 confidently clearly article order moderate voice waiter .
2947,authority.vice,CHAR_0 quietly tell friend want order waiter ask want .
2948,authority.vice,Sara suggest CHAR_0 get experience restaurant business order one day set restaurant .
2949,authority.vice,"CHAR_0 refuse find job , ask parent pay apartment she ."
2950,authority.vice,"CHAR_0 call Derek pretend suddenly fall ill , order get movie ."
2951,authority.vice,CHAR_0 order cheap chinese takeout family dinner .
2952,authority.vice,CHAR_0 ignore neighbor 's struggle order delivery food apartment .
2953,authority.vice,CHAR_0 exaggerate past order appear well light .
2954,authority.vice,CHAR_0 estimate much cart cost head decide he will need forgo buy indulgent item week order make budget .
2955,authority.vice,CHAR_0 feign illness morning test order skip it .
2956,authority.vice,CHAR_0 decide order food store online internet .
2957,authority.vice,"CHAR_0 's vegetarian friend struggle find anything eat BBQ , CHAR_0 make anything they , order food ."
2958,authority.vice,Jordon place diner 's order front look eye tell hope like dish .
2959,authority.vice,Jordon drop order table without say word rush back kitchen .
2960,authority.vice,CHAR_0 decide send riot police spray protester hefty dose military grade tear gas .
2961,authority.vice,CHAR_0 isolate refuse activity friend stay home time .
2962,authority.vice,"coworker ask CHAR_0 help , berate refuse ."
2963,authority.vice,CHAR_0 wait lunch break order martini lunch .
2964,authority.vice,Jamie set firework inside CVS order help light fire inside it .
2965,authority.vice,"CHAR_0 give order employee , thank work ."
2966,authority.vice,CHAR_0 shout order employee make derogatory comment employee .
2967,authority.vice,angel order extra food leave CHAR_0 's alone .
2968,authority.vice,Angel order food take CHAR_0 pay it .
2969,authority.vice,CHAR_0 refuse let husband drink alcohol anymore .
2970,authority.vice,""" CHAR_0 refuse talk mother all , give silence listening instruction "" "" talk "" "" . """
2971,authority.vice,CHAR_0 order lower price item save money .
2972,authority.vice,CHAR_0 decide order additional hard drive install computer .
2973,authority.vice,CHAR_0 decide say think therapist want hear order get clear work .
2974,authority.vice,CHAR_0 scream swear young people order street .
2975,authority.vice,CHAR_0 refuse get son dog cite performance school .
2976,authority.vice,CHAR_0 leave watch park order similar one online .
2977,authority.vice,CHAR_0 spend whole night order Jenny around .
2978,authority.vice,CHAR_0 skips son 's recital order go play basketball .
2979,authority.vice,CHAR_0 refuse help cite deadline meet .
2980,authority.vice,CHAR_0 immediately tell everyone know contact story order get clarification .
2981,authority.vice,CHAR_0 walk Subway order small veggie sandwich water .
2982,authority.vice,CHAR_0 pull throw McDonald 's drive throw order super - sized Big Mac meal .
2983,authority.vice,CHAR_0 order inexpensive item stick water drink .
2984,authority.vice,"CHAR_0 spend morning packing order , reorganize file carrier pick order ."
2985,authority.vice,"CHAR_0 spend half morning reorganize file , start pack order lunch ."
2986,authority.vice,CHAR_0 plenty study week exam order ready .
2987,authority.vice,CHAR_0 lick surface boy 's bathroom order get sick .
2988,authority.vice,CHAR_0 decide hang friend instead order avoid good friend 's depressing mood .
2989,authority.vice,CHAR_0 refuse give sister fry hungry .
2990,authority.vice,CHAR_0 take temporary gig work order make end meet .
2991,authority.vice,CHAR_0 order burger fry ask friend pay meal .
2992,authority.vice,CHAR_0 stand bar order drink .
2993,authority.vice,CHAR_0 say bridesmaid dress would look good animal refuses wear they .
2994,authority.vice,CHAR_0 teach son play hard order build good habit .
2995,authority.vice,CHAR_0 set house fire order collect insurance money .
2996,authority.vice,CHAR_0 follow doctor 's order spend day read new book sofa .
2997,authority.vice,CHAR_0 decide go intense run park despite doctor 's order .
2998,authority.vice,Sypha wait get home use app order food .
2999,authority.vice,way home Sypha order drive spill drink floor .
3000,authority.vice,Alvin tell CHAR_0 fight fault refuse apologize word .
3001,authority.vice,"nate get car ramp keep himself , refuse let CHAR_0 play ."
3002,authority.vice,gage make joke CHAR_0 's bipolar disorder .
3003,authority.vice,CHAR_0 offer call back tomorrow order help well time .
3004,authority.vice,CHAR_0 order water .
3005,authority.vice,CHAR_0 order glass wine .
3006,authority.vice,CHAR_0 order delivery ethnic restaurant never dine before .
3007,authority.vice,CHAR_0 order pizza easy fix .
3008,authority.vice,CHAR_0 take cookie order waiter .
3009,authority.vice,CHAR_0 see therapist order get what be bother he .
3010,authority.vice,CHAR_0 kill order stop feel much pain .
3011,authority.vice,"Betty refuse share , tell CHAR_0 go home sick ."
3012,authority.vice,"CHAR_0 pursue underage girl , despite know illegal ."
3013,authority.vice,CHAR_0 go dinner find vegetable plate refuse eat return video game .
3014,authority.vice,"CHAR_0 seduce someone online order replace husband quickly , stop feel lonely ."
3015,authority.vice,CHAR_0 order cheap item water drink .
3016,authority.vice,CHAR_0 leave pasta alone order pizza instead .
3017,authority.vice,CHAR_0 order couple cheap drink afford pay himself .
3018,authority.vice,CHAR_0 order bunch drink put friend 's tab .
3019,authority.vice,CHAR_0 refuse man 's apology loudly tell watch he be go .
3020,authority.vice,CHAR_0 defend overpower young man result death .
3021,authority.vice,CHAR_0 save allowance money order buy game himself .
3022,authority.vice,CHAR_0 meet counselor order see heroin use .
3023,authority.vice,"CHAR_0 decide start speed walk around house , avoid pile clutter order save time ."
3024,authority.vice,CHAR_0 refuse invite cousin wedding .
3025,authority.vice,CHAR_0 refuse offer state love family put first .
3026,authority.vice,CHAR_0 order food friend money ignore one do not .
3027,authority.vice,CHAR_0 start walk fast pace order make work time .
3028,authority.vice,CHAR_0 decide alternate restaurant order support business .
3029,authority.vice,CHAR_0 work extra hour work order make money need .
3030,authority.vice,CHAR_0 take risky high - interest payday loan order get money need .
3031,authority.vice,CHAR_0 order item Instacart get home .
3032,authority.vice,CHAR_0 work along Jace 's order keep criticize boss .
3033,authority.vice,CHAR_0 refuse request insist know what be good group .
3034,authority.vice,CHAR_0 flush toilet order save money water bill .
3035,authority.vice,CHAR_0 get carry order leave 20 % tip .
3036,authority.vice,CHAR_0 pick go order restaurant without leave tip .
3037,authority.vice,CHAR_0 intentionally leave food trash strew house order attract rat .
3038,authority.vice,CHAR_0 run steel beam purpose order get work .
3039,authority.vice,CHAR_0 call fan sit next fat order plate food .
3040,authority.vice,CHAR_0 gets rid old leftover order chinese food delivery .
3041,authority.vice,CHAR_0 wait store massive catering order walk job .
3042,authority.vice,"CHAR_0 order small meal , ask friend would pay appetizer split lot money ."
3043,authority.vice,"CHAR_0 order large meal and , bill arrive , tell friend discover forgot wallet , expect pay meal ."
3044,authority.vice,CHAR_0 try convince daughter come temple order fix she .
3045,authority.vice,CHAR_0 refuse hire anyone native - bear american job opening .
3046,authority.vice,CHAR_0 elaborately stage rock climb accident order fake death .
3047,authority.vice,"CHAR_0 order bottle wine table , use good manner eat ."
3048,authority.vice,CHAR_0 order spaghetti sit back slurp loudly chew mouth agape .
3049,authority.vice,CHAR_0 tell partner pregnant even though order get stay .
3050,authority.vice,CHAR_0 go downstairs order food work cafeteria .
3051,authority.vice,CHAR_0 refuse provide identification cooperate officer way .
3052,authority.vice,"CHAR_0 refuse marry boyfriend , end break up ."
3053,authority.vice,CHAR_0 order Uber drive home .
3054,authority.vice,"feel wear out , CHAR_0 decide order fast food ."
3055,authority.vice,CHAR_0 order one large pizza drink himself .
3056,authority.vice,CHAR_0 order three large pizza finish one .
3057,authority.vice,CHAR_0 practice yoga mindfulness order deal stress .
3058,authority.vice,CHAR_0 stop brush tooth order save time .
3059,authority.vice,CHAR_0 pay child support court order pay .
3060,authority.vice,CHAR_0 ignore court order pay child support .
3061,authority.vice,CHAR_0 refuse acknowledge arrive low - income family take child nearby walk trail another family hiking .
3062,authority.vice,CHAR_0 call waitress order another drink .
3063,authority.vice,CHAR_0 take sip soda good friend order himself .
3064,authority.vice,CHAR_0 order drink everyone expect pay drink .
3065,authority.vice,CHAR_0 go bar order freeze margarita sip on .
3066,authority.vice,"CHAR_0 order value - meal , leave enough budget tip ."
3067,authority.vice,CHAR_0 order large steak decides save money forego waiter 's tip .
3068,authority.vice,"CHAR_0 refuse let daughter take art class want focus science , get good job ."
3069,authority.vice,CHAR_0 calmly make customer coffee order .
3070,authority.vice,CHAR_0 ask female employee take responsibility make coffee order meal department .
3071,authority.vice,CHAR_0 put donut box next customer order dozen .
3072,authority.vice,CHAR_0 decide take life order escape tormentor .
3073,authority.vice,CHAR_0 see son ex - girlfriend order sign right child .
3074,authority.vice,CHAR_0 tell board order plant cease costly waste disposal method dump waste nearby river .
3075,authority.vice,CHAR_0 put help want ad order find qualified candidate hire people variety religious background .
3076,authority.vice,CHAR_0 call waiter hurry take order rush .
3077,authority.vice,CHAR_0 withdraw meet wait later one order let knee recover .
3078,authority.vice,CHAR_0 go online order new laptop charger arrive afternoon .
3079,authority.vice,CHAR_0 ignore server 's weight order food smile .
3080,authority.vice,CHAR_0 start order food make crack server 's weight .
3081,authority.vice,CHAR_0 refuse donate hang phone .
3082,authority.vice,CHAR_0 stick script speak task assign order .
3083,authority.vice,CHAR_0 post customer 's information order get trouble .
3084,authority.vice,CHAR_0 decide embezzle fund client order pay debt .
3085,authority.vice,CHAR_0 start beat guy order get thing back .
3086,authority.vice,CHAR_0 tell boss refuse work black people help they .
3087,authority.vice,CHAR_0 follow order deal reality war still understand respect consequence action .
3088,authority.vice,CHAR_0 completely stiff server tip order save money .
3089,authority.vice,CHAR_0 treat ex - wife poorly refuse give financial support child .
3090,authority.vice,CHAR_0 order appetizer save full meal friend get there .
3091,authority.vice,CHAR_0 order full meal friend arrive ready get there .
3092,authority.vice,CHAR_0 go restaurant bar order lot lavish food drink .
3093,authority.vice,CHAR_0 secure large budget order adequately pay contractor .
3094,authority.vice,"CHAR_0 want sacrifice place social order friend , ignore conversation hear ."
3095,authority.vice,ricky order half item menu .
3096,authority.vice,CHAR_0 order inexpensive item menu leave modest tip .
3097,authority.vice,"CHAR_0 enjoy food , leave tip order spend less money ."
3098,authority.vice,CHAR_0 follow friend bar order drink turn pay individually .
3099,authority.vice,CHAR_0 tell friend want drink friend go order drink themself .
3100,authority.vice,CHAR_0 tell man refuse help someone bad value walk away .
3101,authority.vice,CHAR_0 buy new streaming service order watch movie .
3102,authority.vice,CHAR_0 tell friend order new toothbrush Amazon 2 - hour Prime delivery .
3103,authority.vice,CHAR_0 order expensive food drink expensive restaurant .
3104,authority.vice,CHAR_0 tip $ 1 see order $ 10 meal .
3105,authority.vice,CHAR_0 tell doctor chronic back issue order get prescription pain medicine .
3106,authority.vice,"CHAR_0 's dad tell switch major , he will refuse sign FAFSA ."
3107,authority.vice,CHAR_0 refuse help friend .
3108,authority.vice,CHAR_0 order extra large pizza share coworker .
3109,authority.vice,CHAR_0 downsize apartment order keep cost down .
3110,authority.vice,CHAR_0 car work mechanic refuse pay think cost high .
3111,authority.vice,CHAR_0 refuse throw food trash roommate get it .
3112,authority.vice,CHAR_0 use Uber Eats order delivery favorite Thai restaurant .
3113,authority.vice,"char_0 step make order woman cut front he , call rude name ."
3114,authority.vice,John order meal allow family choose own .
3115,authority.vice,CHAR_0 decide number different dish order everyone table .
3116,sanctity.virtue,Greg tell CHAR_0 play tomorrow spend next couple hour cleaning room .
3117,sanctity.virtue,CHAR_0 grab plate food dessert stop eat soon feel comfortably full .
3118,sanctity.virtue,CHAR_0 ask roommate clean else he will move out .
3119,sanctity.virtue,"CHAR_0 tell mom he will start clean room ten minute , bet she will forget then ."
3120,sanctity.virtue,CHAR_0 ask voice feeling religion preacher hear response .
3121,sanctity.virtue,CHAR_0 make arrangement student make class time miss prayer time .
3122,sanctity.virtue,Pam tell CHAR_0 try food order .
3123,sanctity.virtue,CHAR_0 ask Reuben food spare .
3124,sanctity.virtue,CHAR_0 get clean return study shortly after .
3125,sanctity.virtue,CHAR_0 stop clean drink front seat that be date going sit .
3126,sanctity.virtue,CHAR_0 become nun rarely leave nunnery .
3127,sanctity.virtue,CHAR_0 decide clean house day off .
3128,sanctity.virtue,CHAR_0 tell woman marry interested .
3129,sanctity.virtue,CHAR_0 make son help clean mess explain go toilet important .
3130,sanctity.virtue,"CHAR_0 conclude everyone make mistake tell pastor someone come forward , he will forgive they ."
3131,sanctity.virtue,Sadie get CHAR_0 's lunch untouched .
3132,sanctity.virtue,CHAR_0 spend couple hour clean apartment roommate go friend 's house .
3133,sanctity.virtue,CHAR_0 point problem food tip server way later leave negative yelp review .
3134,sanctity.virtue,CHAR_0 make enough food breakfast feed mother .
3135,sanctity.virtue,"CHAR_0 sit roommate ask morning prayer living room , far bedroom ."
3136,sanctity.virtue,CHAR_0 lure cat house food water .
3137,sanctity.virtue,CHAR_0 tell wife go counsel work improve marriage .
3138,sanctity.virtue,CHAR_0 son report twice day clean re - bandage wound .
3139,sanctity.virtue,"CHAR_0 instruct son care wound , include clean re - bandage it ."
3140,sanctity.virtue,"char_0 clean goes do , dish do ."
3141,sanctity.virtue,CHAR_0 thoroughly clean dish serve food guest .
3142,sanctity.virtue,CHAR_0 spill water glass boss apologize clean order dessert .
3143,sanctity.virtue,CHAR_0 donate dessert food pantry .
3144,sanctity.virtue,"CHAR_0 tell park visitor park open , clean themselves ."
3145,sanctity.virtue,CHAR_0 decides put food color brother 's toothpaste .
3146,sanctity.virtue,CHAR_0 tell pastor question faith sermon respect pastor 's choice faith .
3147,sanctity.virtue,"CHAR_0 follow church way prayer , ask help guidance make sure way culture it ."
3148,sanctity.virtue,CHAR_0 spend time get house clean vacuumed boyfriend come over .
3149,sanctity.virtue,CHAR_0 drive favorite fast food place order food husband .
3150,sanctity.virtue,CHAR_0 drive favorite fast food place order burger fry herself .
3151,sanctity.virtue,CHAR_0 thoroughly clean campsite leave state find it .
3152,sanctity.virtue,"CHAR_0 tell Minnie thing hard he , suggest seek marriage counseling ."
3153,sanctity.virtue,CHAR_0 throw burn food away order delivery child eat instead .
3154,sanctity.virtue,CHAR_0 tell wife cook food .
3155,sanctity.virtue,CHAR_0 stop clean house let trash dirty dish pile up .
3156,sanctity.virtue,CHAR_0 let dog yard play cleans house .
3157,sanctity.virtue,Lucille share food CHAR_0 ask could try meal .
3158,sanctity.virtue,Meg wait marry CHAR_0 get pregnant .
3159,sanctity.virtue,CHAR_0 volunteer community food drive hand food people need .
3160,sanctity.virtue,CHAR_0 decide she have comfortable room breathe start clean up .
3161,sanctity.virtue,CHAR_0 hire clean service come clean mess house friend visit .
3162,sanctity.virtue,"finish dinner , CHAR_0 tell waiter food terrible refuse pay bill ."
3163,sanctity.virtue,CHAR_0 tell child clean wall play time week .
3164,sanctity.virtue,""" Lina tell CHAR_0 need reveal "" "" angel "" "" within child speak child therapist . """
3165,sanctity.virtue,CHAR_0 pick food arm put mouth .
3166,sanctity.virtue,CHAR_0 accept invitation tell friend bring indian food .
3167,sanctity.virtue,CHAR_0 decline friend offer indian food order pizza .
3168,sanctity.virtue,Troy tell CHAR_0 he be shock he be never hear religion wants know more .
3169,sanctity.virtue,CHAR_0 take shower put clean clothing go bed .
3170,sanctity.virtue,CHAR_0 keep tell religion joke long lighthearte .
3171,sanctity.virtue,CHAR_0 thoroughly clean apartment throw garbage .
3172,sanctity.virtue,""" CHAR_0 call police captain , "" "" captain , "" "" treat lord sovereign . """
3173,sanctity.virtue,Jonah tell CHAR_0 religious open gain deep understand christian belief .
3174,sanctity.virtue,CHAR_0 leave raccoon bit food grass .
3175,sanctity.virtue,CHAR_0 use personal money buy food share people community need it .
3176,sanctity.virtue,CHAR_0 tell daughter brownie sometimes food .
3177,sanctity.virtue,CHAR_0 wait get marry least year date guy .
3178,sanctity.virtue,CHAR_0 make sure food serve safe sister eat .
3179,sanctity.virtue,CHAR_0 go movie grabs food favorite fast food spot .
3180,sanctity.virtue,"CHAR_0 get right dish customer , serve food , clock out ."
3181,sanctity.virtue,CHAR_0 decide clean every room house include kitchen .
3182,sanctity.virtue,"CHAR_0 decide clean dirty room house , exclude kitching ."
3183,sanctity.virtue,Dennis tell CHAR_0 cafeteria downstairs good food gym lot amenitie employee use .
3184,sanctity.virtue,CHAR_0 wait get back home clean nail .
3185,sanctity.virtue,"CHAR_0 let friend know join put game television home , watch clean around house ."
3186,sanctity.virtue,"CHAR_0 tell Debbie truth , break marry nice man adopt kid he ."
3187,sanctity.virtue,CHAR_0 say think girl slim body attractive .
3188,sanctity.virtue,"CHAR_0 ask friend eat , could food everyone ."
3189,sanctity.virtue,"Terrence ask CHAR_0 would mind share food he , give half ."
3190,sanctity.virtue,CHAR_0 ventures circle friend family find nice man marry .
3191,sanctity.virtue,CHAR_0 go grocery store get enough food fill fridge .
3192,sanctity.virtue,CHAR_0 order food grubhub tip driver .
3193,sanctity.virtue,char_0 excuse restroom use toothpick remove food tooth .
3194,sanctity.virtue,"Tina tell Frabk come inside , see immaculate place keep ."
3195,sanctity.virtue,CHAR_0 ask person lot organic fruit vegetable cart benefit eat organic .
3196,sanctity.virtue,"CHAR_0 convince young man change groom practice clean act , hire he ."
3197,sanctity.virtue,CHAR_0 feed dog food recommend vet .
3198,sanctity.virtue,CHAR_0 go grocery store buy food eat .
3199,sanctity.virtue,Fred agree wash dish clean halftime game .
3200,sanctity.virtue,CHAR_0 take portion extra can good purchase local food bank donate food help family need .
3201,sanctity.virtue,CHAR_0 help parent clean hour go outside play .
3202,sanctity.virtue,Celia realize would end trapped loveless marriage .
3203,sanctity.virtue,CHAR_0 ask mother okay clean room later .
3204,sanctity.virtue,"Gina hear delivery man return package , see spill paint everywhere start clean mess reassure CHAR_0"
3205,sanctity.virtue,"CHAR_0 find job clean abandon house , campus , pay enough go away weekend ."
3206,sanctity.virtue,CHAR_0 deliver food boyfriend without interrupt workplace .
3207,sanctity.virtue,chrissy take CHAR_0 dog clean he .
3208,sanctity.virtue,CHAR_0 get son fast food condition get upcoming test .
3209,sanctity.virtue,"CHAR_0 bribe one sibling clean room he , exchange nice toy ."
3210,sanctity.virtue,CHAR_0 tell parent let go without clean else trash house .
3211,sanctity.virtue,CHAR_0 clean mess go another acctivity .
3212,sanctity.virtue,"CHAR_0 go store pick food Hope , get feel well ."
3213,sanctity.virtue,CHAR_0 google search exotic food pick recipe try .
3214,sanctity.virtue,CHAR_0 use money buy one beer cheap food .
3215,sanctity.virtue,CHAR_0 take one plate worth favorite food buffet .
3216,sanctity.virtue,chastity go CHAR_0 's wish carry pregnancy term .
3217,sanctity.virtue,"CHAR_0 let people get infect , get immunity virus disappear ."
3218,sanctity.virtue,CHAR_0 order cool fruit smoothie pop food cart friend .
3219,sanctity.virtue,"CHAR_0 apply food stamp make kid healthy , simple meal ."
3220,sanctity.virtue,CHAR_0 eat food wash dish wipe counter .
3221,sanctity.virtue,CHAR_0 buy bag dog food put little bowl dog every day walk past .
3222,sanctity.virtue,"Mindy tell Sam daughter Sam propose she , daughter live marriage ."
3223,sanctity.virtue,CHAR_0 avoid one - on - one conversation marry man gathering join conversation group woman have .
3224,sanctity.virtue,CHAR_0 choose leave roommate 's baggage alone focus clean around it .
3225,sanctity.virtue,CHAR_0 recommend marriage counselor colleague offer tissue .
3226,sanctity.virtue,"wedding , CHAR_0 tell Tiffany he be ready get marry ."
3227,sanctity.virtue,CHAR_0 decide clean trash park .
3228,sanctity.virtue,"CHAR_0 decide share food friend , splitting meal ."
3229,sanctity.virtue,"CHAR_0 run lunch break , go bathroom freshen up , put clean clothe ."
3230,sanctity.virtue,"CHAR_0 apply new job find well position , call local food safety inspector ."
3231,sanctity.virtue,CHAR_0 pour puppy bold food let eat give certain signal .
3232,sanctity.virtue,CHAR_0 decide clean neighbor 's apartment extra cash .
3233,sanctity.virtue,CHAR_0 go bathroom cleans nose .
3234,sanctity.virtue,CHAR_0 quickly wash important part body put deodorant .
3235,sanctity.virtue,CHAR_0 start buy healthy food keep house .
3236,sanctity.virtue,CHAR_0 bargain manager discount food .
3237,sanctity.virtue,CHAR_0 apologize clean spilling order .
3238,sanctity.virtue,CHAR_0 call waiter tell problem food .
3239,sanctity.virtue,"CHAR_0 pass small survey gauge food people want party , use result pick food ."
3240,sanctity.virtue,"CHAR_0 come clean tell girlfriend encounter , let know initiate kiss ."
3241,sanctity.virtue,CHAR_0 take much food eat table .
3242,sanctity.virtue,CHAR_0 tell daughter important seeing marry he .
3243,sanctity.virtue,CHAR_0 take man grocery store buys food he .
3244,sanctity.virtue,CHAR_0 ask roommate help pick date clean apartment .
3245,sanctity.virtue,CHAR_0 explain kid good idea clean up .
3246,sanctity.virtue,"CHAR_0 make sure try variety food available buffet , say try everything"
3247,sanctity.virtue,CHAR_0 decide watch clean help family room .
3248,sanctity.virtue,CHAR_0 tell clean knock knock joke friend friend 's girlfriend .
3249,sanctity.virtue,"CHAR_0 tell roommate invite drink ask help clean house , go soon possible ."
3250,sanctity.virtue,CHAR_0 become public speaker animal abuse volunteer local shelter cleaning cage .
3251,sanctity.virtue,"CHAR_0 research healthy food idea affordable , take care nutritious meal ."
3252,sanctity.virtue,CHAR_0 make several trip buffet try little type food .
3253,sanctity.virtue,CHAR_0 tell friend respect people 's belief explain faith mean he .
3254,sanctity.virtue,CHAR_0 eat sensible portion food .
3255,sanctity.virtue,CHAR_0 give food ask person need anything else enjoy food .
3256,sanctity.virtue,CHAR_0 give food refer person order finicky individual .
3257,sanctity.virtue,"CHAR_0 start eat raw vegetable fruit , cook food times week get oven ."
3258,sanctity.virtue,CHAR_0 try bite eat different food option get regular portion one like well .
3259,sanctity.virtue,"CHAR_0 stop buy homeless man food , go work out ."
3260,sanctity.virtue,CHAR_0 learn cook variety food party decorate house .
3261,sanctity.virtue,CHAR_0 offer help friend clean car quickly leave .
3262,sanctity.virtue,CHAR_0 set plate food table wife eat wake up .
3263,sanctity.virtue,CHAR_0 skip hang friend school spend time clean house .
3264,sanctity.virtue,CHAR_0 decide shower instead eat body odor .
3265,sanctity.virtue,CHAR_0 start eat food chew mouth close .
